source_name,title,url,pub_date,discard_reason
Caixinglobal,"AutoNavi Taps AI, 3D Street View in Escalating Battle for Local Services Market",https://www.caixinglobal.com/2026-01-08/autonavi-taps-ai-3d-street-view-in-escalating-battle-for-local-services-market-102401507.html?originReferrer=Feedly,2026-01-08,"AutoNavi is a mapping/local services company using AI as a tool, not an AI company in the AI value chain. Primary business is not AI-focused."
Caixinglobal,Trillion-Yuan Bond Proposal Calls for Beijing to Pay Young Workers’ Benefits,https://www.caixinglobal.com/2026-01-07/trillion-yuan-bond-proposal-calls-for-beijing-to-pay-young-workers-benefits-102401481.html?originReferrer=Feedly,2026-01-07,"Government economic policy proposal, not AI company business news."
Caixinglobal,Prabowo’s Resource Crackdown Hits Chinese Investors in Indonesia,https://www.caixinglobal.com/2026-01-07/prabowos-resource-crackdown-hits-chinese-investors-in-indonesia-102401350.html?originReferrer=Feedly,2026-01-07,"Resource sector policy, not AI business news."
Caixinglobal,Ikea to Close Seven China Stores to Focus on Biggest Markets,https://www.caixinglobal.com/2026-01-07/ikea-to-close-seven-china-stores-to-focus-on-biggest-markets-102401315.html?originReferrer=Feedly,2026-01-07,"Retail company store closures, not AI business news."
Caixinglobal,China’s Largest Snack Retailer Takes Step Closer to Hong Kong IPO,https://www.caixinglobal.com/2026-01-07/chinas-largest-snack-retailer-takes-step-closer-to-hong-kong-ipo-102401269.html?originReferrer=Feedly,2026-01-07,"Retail/snack company IPO news, not AI business news."
Caixinglobal,China Bans Exports of Dual-Use Items to Japan Following Taiwan Remarks,https://www.caixinglobal.com/2026-01-07/china-bans-exports-of-dual-use-items-to-japan-following-taiwan-remarks-102401228.html?originReferrer=Feedly,2026-01-07,"Government trade policy announcement, not AI company business news."
Caixinglobal,"China Vows to Guarantee Forex Supply, Guard Against External Shocks",https://www.caixinglobal.com/2026-01-07/china-vows-to-guarantee-forex-supply-guard-against-external-shocks-102400885.html?originReferrer=Feedly,2026-01-07,"Government financial policy, not AI business news."
Caixinglobal,"PBOC Signals Continued Easing in 2026, Eyes Non-Bank Stability Tools",https://www.caixinglobal.com/2026-01-07/pboc-signals-continued-easing-in-2026-eyes-non-bank-stability-tools-102400883.html?originReferrer=Feedly,2026-01-07,"Central bank monetary policy announcement, not AI business news."
Caixinglobal,"South Korea Tops China’s Outbound Travel List, Dethroning Japan",https://www.caixinglobal.com/2026-01-07/south-korea-tops-chinas-outbound-travel-list-dethroning-japan-102400881.html?originReferrer=Feedly,2026-01-07,"Travel/tourism trend reporting, not AI business news"
Sifted,Revolut in talks to buy Turkish neobank FUPS,https://sifted.eu/articles/revolut-turkey-acquisition/,2026-01-07,Fintech M&A not primarily focused on AI value chain
Sifted,Vestiaire Collective cofounder pushed out after 16 years,https://sifted.eu/articles/vestiaire-collective-cofounder-leaves/,2026-01-07,Executive news for non-AI fashion/retail company
Sifted,"8 workplace predictions for 2026: AI agents become mainstream, new roles emerge and the GTM engineer job dies quietly",https://sifted.eu/articles/workplace-predictions/,2026-01-07,Opinion/prediction piece without specific business activity or company news
Sifted,15+ predictions for European defence in 2026,https://sifted.eu/articles/15-predictions-european-defence-2026/,2026-01-07,"Government/defense policy predictions, not AI company business activity"
Sifted,12 people to watch in European tech in 2026,https://sifted.eu/articles/people-to-watch-2026/,2026-01-07,Profile/commentary piece without specific business activity
Financial Times,China hacked email systems of US congressional committee staff,https://www.ft.com/content/44f730c4-7de3-4a09-88dd-41ea9c373dcb,2026-01-08,"Cybersecurity/government hacking incident, not AI company business news"
Financial Times,Trump calls for 50% increase in US defence spending by 2027,https://www.ft.com/content/d1ed595d-b7c6-40d2-b99d-d1dbe17b213e,2026-01-08,"Government defense spending policy, not AI company news"
Financial Times,JPMorgan to take over Apple’s $20bn credit card portfolio from Goldman Sachs,https://www.ft.com/content/07b1da7c-bac1-4d79-b281-1d2eaaabdea7,2026-01-07,"Traditional finance M&A (credit card portfolio), not AI business"
Financial Times,That’s NumberHuang!,https://www.ft.com/content/8c0f2589-66f6-4d4a-9555-a29868c86079,2026-01-07,"Opinion/commentary piece on markets, no AI business substance"
Financial Times,Hipster robots and cuddly AI take over Las Vegas,https://www.ft.com/content/50aaf254-a659-4970-b199-ab0feff71d79,2026-01-07,Consumer tech show coverage/product announcements without specific AI company business activity
Financial Times,Synthetic skin based on octopus biology promises uses in robotics,https://www.ft.com/content/c142ca88-ae15-4300-a045-47802c534fad,2026-01-07,"Technical research/innovation in synthetic materials, not AI company business activity"
Financial Times,Call for entries: The Americas’ Fastest Growing Companies 2026,https://www.ft.com/content/262ec513-954b-40a4-92ac-81817e52c05c,2026-01-07,"General business competition call for entries, not AI-specific"
Financial Times,Data centre plan provokes anger over future of former Truman Brewery,https://www.ft.com/content/836e66f9-ba71-41f0-988a-61350f433c23,2026-01-07,"Real estate/urban development story about data center site, not AI company business"
Financial Times,"AI will free households from chores and boost hidden productivity, says OpenAI",https://www.ft.com/content/9c0e713a-358c-46ce-8cf3-550eceaeec02,2026-01-07,"OpenAI commentary/opinion on AI benefits, not specific business activity"
Financial Times,Short sellers increase bets against Trump media group over nuclear fusion merger,https://www.ft.com/content/09cc224b-fc90-4a18-ae6d-81b92c38a895,2026-01-07,"Trump media/nuclear fusion merger M&A, not AI company"
Techfundingnews,AI unicorns in 4.7 years: Is VC model broken?,https://techfundingnews.com/ai-unicorns-in-4-7-years-is-vc-model-broken/,2026-01-07,Opinion/analysis piece on VC trends without specific company business activity
Techfundingnews,AI startups are dying at Series A. Here’s what the survivors are doing differently in 2026,https://techfundingnews.com/the-series-a-bottleneck-is-hitting-ai-startups-hardest-can-founders-adapt-in-2026/,2026-01-07,Opinion/analysis piece about AI startup funding trends without specific company or business activity
RFI,Les Comores exigent un certificat médical pour les Malgaches pour éviter la propagation du mpox,https://www.rfi.fr/fr/afrique/20260108-les-comores-exigent-un-certificat-m%C3%A9dical-pour-les-malgaches-pour-%C3%A9viter-la-propagation-du-mpox,2026-01-08,default_discard
RFI,Algérie: l'armée annonce avoir refoulé 24000 migrants en 2025,https://www.rfi.fr/fr/afrique/20260108-alg%C3%A9rie-l-arm%C3%A9e-annonce-avoir-refoul%C3%A9-24000-migrants-en-2025,2026-01-08,default_discard
RFI,Cameroun: les entreprises font le bilan après la crise post-électorale,https://www.rfi.fr/fr/afrique/20260108-cameroun-les-entreprises-font-le-bilan-apr%C3%A8s-la-crise-post-%C3%A9lectorale,2026-01-08,default_discard
RFI,L'armée soudanaise accuse l'Éthiopie de servir de base arrière aux paramilitaires FSR,https://www.rfi.fr/fr/afrique/20260108-l-arm%C3%A9e-soudanaise-accuse-l-%C3%A9thiopie-de-servir-de-base-arri%C3%A8re-aux-paramilitaires-fsr,2026-01-08,default_discard
RFI,"Élections au Bénin: à Parakou, des étudiants préoccupés avant tout par leur avenir professionnel",https://www.rfi.fr/fr/afrique/20260108-%C3%A9lections-au-b%C3%A9nin-%C3%A0-parakou-des-%C3%A9tudiants-pr%C3%A9occup%C3%A9s-avant-tout-par-leur-avenir-professionnel,2026-01-08,default_discard
RFI,Donald Trump ordonne le retrait des États-Unis de 66 organisations internationales,https://www.rfi.fr/fr/am%C3%A9riques/20260108-donald-trump-ordonne-le-retrait-des-%C3%A9tats-unis-de-66-organisations-internationales,2026-01-08,default_discard
RFI,"Aux États-Unis, un policier de l'immigration tue une femme lors d'une opération",https://www.rfi.fr/fr/am%C3%A9riques/20260108-aux-%C3%A9tats-unis-un-policier-de-l-immigration-tue-une-femme-lors-d-une-op%C3%A9ration,2026-01-08,default_discard
RFI,"Donald Trump étudie «activement» un achat du Groenland, affirme la Maison Blanche",https://www.rfi.fr/fr/europe/20260107-donald-trump-%C3%A9tudie-activement-un-achat-du-groenland-affirme-la-maison-blanche,2026-01-07,default_discard
RFI,Côte d'Ivoire: démission du gouvernement après les législatives,https://www.rfi.fr/fr/afrique/20260107-c%C3%B4te-d-ivoire-d%C3%A9mission-du-gouvernement-apr%C3%A8s-les-l%C3%A9gislatives,2026-01-07,default_discard
RFI,"France: mort d'Albert Bourgi, professeur de droit et figure du socialisme en Afrique",https://www.rfi.fr/fr/france/20260107-france-mort-d-albert-bourgi-professeur-de-droit-et-figure-du-socialisme-en-afrique,2026-01-07,default_discard
RFI,"Météo-France: entre automatisation et baisse des effectifs, les prévisions sous tension",https://www.rfi.fr/fr/france/20260107-m%C3%A9t%C3%A9o-france-entre-automatisation-et-baisse-des-effectifs-les-pr%C3%A9visions-sous-tension,2026-01-07,default_discard
RFI,Le Japon condamne l’interdiction chinoise des exportations de biens à double usage,https://www.rfi.fr/fr/asie-pacifique/20260107-le-japon-condamne-l-interdiction-chinoise-des-exportations-de-biens-%C3%A0-double-usage,2026-01-07,default_discard
RFI,"RDC: la situation sécuritaire se dégrade dans le territoire de Djugu, en Ituri",https://www.rfi.fr/fr/afrique/20260107-rdc-la-situation-s%C3%A9curitaire-se-d%C3%A9grade-dans-le-territoire-de-djugu-en-ituri,2026-01-07,default_discard
RFI,Syrie-Israël: des pourparlers relancés sous l’égide des États-Unis,https://www.rfi.fr/fr/moyen-orient/20260107-syrie-isra%C3%ABl-des-pourparlers-relanc%C3%A9s-sous-l-%C3%A9gide-des-%C3%A9tats-unis,2026-01-07,default_discard
RFI,Mali: les détails sur la double attaque de la mine de Morila par les jihadistes du Jnim,https://www.rfi.fr/fr/afrique/20260107-mali-les-d%C3%A9tails-sur-la-double-attaque-de-la-mine-de-morila-par-les-jihadistes-du-jnim,2026-01-07,default_discard
RFI,Les États-Unis annoncent avoir «saisi» un pétrolier russe dans l'Atlantique Nord,https://www.rfi.fr/fr/am%C3%A9riques/20260107-les-%C3%A9tats-unis-annoncent-avoir-saisi-un-p%C3%A9trolier-russe-dans-l-atlantique-nord,2026-01-07,default_discard
RFI,"Agenda cultures africaines: festivals, films et expositions incontournables en janvier 2026",https://www.rfi.fr/fr/culture/20260107-agenda-cultures-africaines-festivals-films-et-expositions-incontournables-en-janvier-2026,2026-01-07,default_discard
RFI,"Centrafrique: la milice AAKG, premier défi du troisième mandat du président Touadéra",https://www.rfi.fr/fr/afrique/20260107-centrafrique-la-milice-aakg-premier-d%C3%A9fi-du-troisi%C3%A8me-mandat-du-pr%C3%A9sident-touad%C3%A9ra,2026-01-07,default_discard
RFI,Cartel de los Soles: la justice américaine revoit son acte d’accusation contre Nicolas Maduro,https://www.rfi.fr/fr/am%C3%A9riques/20260107-cartel-de-los-soles-la-justice-am%C3%A9ricaine-revoit-son-acte-d-accusation-contre-nicolas-maduro,2026-01-07,default_discard
RFI,Niger: l'ancien ministre Moustapha Barké discrètement libéré,https://www.rfi.fr/fr/afrique/20260107-niger-l-ancien-ministre-moustapha-bark%C3%A9-discr%C3%A8tement-lib%C3%A9r%C3%A9,2026-01-07,default_discard
RFI,"France: dernier adieu à Brigitte Bardot, qui repose face à la mer à Saint-Tropez",https://www.rfi.fr/fr/culture/20260107-france-dernier-adieu-%C3%A0-brigitte-bardot-qui-repose-face-%C3%A0-la-mer-%C3%A0-saint-tropez,2026-01-07,default_discard
RFI,"Yémen: la coalition menée par les Saoudiens frappe les séparatistes sudistes, dont le leader a été accusé de trahison",https://www.rfi.fr/fr/moyen-orient/20260107-y%C3%A9men-la-coalition-men%C3%A9e-par-les-saoudiens-frappe-les-s%C3%A9paratistes-sudistes-dont-le-leader-a-%C3%A9t%C3%A9-accus%C3%A9-de-trahison,2026-01-07,default_discard
RFI,"Le Cameroun dans l’attente d'un nouveau gouvernement, deux mois après l'investiture de Paul Biya",https://www.rfi.fr/fr/afrique/20260107-le-cameroun-dans-l-attente-d-un-nouveau-gouvernement-deux-mois-apr%C3%A8s-l-investiture-de-paul-biya,2026-01-07,default_discard
RFI,France: des députés macronistes se rendent en Nouvelle-Calédonie avant une réunion sur la crise,https://www.rfi.fr/fr/france/20260107-france-des-d%C3%A9put%C3%A9s-macronistes-se-rendent-en-nouvelle-cal%C3%A9donie-avant-une-r%C3%A9union-sur-la-crise,2026-01-07,default_discard
KDnuggets,Vibe Code Reality Check: What You Can Actually Build with Only AI,https://www.kdnuggets.com/vibe-code-reality-check-what-you-can-actually-build-with-only-ai,2026-01-07,"Educational/opinion piece about AI capabilities, not business news"
KDnuggets,Data Scientist vs AI Engineer: Which Career Should You Choose in 2026?,https://www.kdnuggets.com/data-scientist-vs-ai-engineer-which-career-should-you-choose-in-2026,2026-01-07,"Career guidance article, not business news about AI companies"
KDnuggets,Top 7 n8n Workflow Templates for Data Science,https://www.kdnuggets.com/top-7-n8n-workflow-templates-for-data-science,2026-01-07,"Tutorial/how-to content, not business news"
BBC,Inside the sub-zero lair of the world's most powerful computer,https://www.bbc.com/news/articles/c62r6dvpl5ro?at_medium=RSS&at_campaign=rss,2026-01-08,"Product feature story about Google's quantum computer, not business news activity"
BBC,"Labour's workers' rights concessions to save businesses billions, assessment shows",https://www.bbc.com/news/articles/c5yv6n536vno?at_medium=RSS&at_campaign=rss,2026-01-07,"Government labor policy, not AI business news"
BBC,Trump calls for US military spending to rise more than 50% to $1.5tn,https://www.bbc.com/news/articles/cy59kxl2xwzo?at_medium=RSS&at_campaign=rss,2026-01-08,"Government defense spending policy, not AI business news"
BBC,Unions accuse McDonald's of 'repeated harassment' against 'mostly teenage' staff,https://www.bbc.com/news/articles/c2e1g17drr2o?at_medium=RSS&at_campaign=rss,2026-01-08,"Non-AI company labor dispute, not AI business news"
BBC,How tariff disruption will continue reshaping the global economy in 2026,https://www.bbc.com/news/articles/czejp3gep63o?at_medium=RSS&at_campaign=rss,2026-01-08,"Economic policy analysis, not AI business news"
BBC,IWF finds sexual imagery of children which 'appears to have been' made by Grok,https://www.bbc.com/news/articles/cvg1mzlryxeo?at_medium=RSS&at_campaign=rss,2026-01-07,"Safety/legal issue with AI product, not business activity news"
BBC,Trump backs ban on institutional investor home purchases,https://www.bbc.com/news/articles/c0lxz5wn2yzo?at_medium=RSS&at_campaign=rss,2026-01-07,"Real estate/housing policy, not AI business news"
BBC,"US will control Venezuela oil sales 'indefinitely', official says",https://www.bbc.com/news/articles/ckgn7p7g79wo?at_medium=RSS&at_campaign=rss,2026-01-07,"Energy/geopolitical news, not AI business news"
BBC,Starmer urged to rethink business rate reforms to save pubs,https://www.bbc.com/news/articles/cy59k2rdkv5o?at_medium=RSS&at_campaign=rss,2026-01-07,"Government policy on business rates for hospitality industry, not AI business news"
BBC,Learner drivers may have to wait six months before taking test,https://www.bbc.com/news/articles/clym5jvgdepo?at_medium=RSS&at_campaign=rss,2026-01-07,"Government policy on driving regulations, not AI business news"
BBC,Young people say new driving rules are condescending and expensive,https://www.bbc.com/news/articles/c4gr3rlpgnqo?at_medium=RSS&at_campaign=rss,2026-01-07,"Opinion piece on driving policy impacts, not AI business news"
BBC,How the new road safety measures could affect you,https://www.bbc.com/news/articles/ckgxy9p117no?at_medium=RSS&at_campaign=rss,2026-01-07,"Government policy on road safety, not AI business news"
BBC,Warner Bros urges shareholders to reject 'inferior' Paramount offer,https://www.bbc.com/news/articles/c79rd5l7w7jo?at_medium=RSS&at_campaign=rss,2026-01-07,"Entertainment/media industry M&A (Warner Bros, Paramount, Netflix), not AI business news"
BBC,What are cold weather payments and who can get them?,https://www.bbc.com/news/articles/c87470q4w21o?at_medium=RSS&at_campaign=rss,2026-01-07,"Government social welfare policy, not AI business news"
BBC,Trump says Venezuela will be 'turning over' up to 50 million barrels of oil to US,https://www.bbc.com/news/articles/c4grxzxjjd8o?at_medium=RSS&at_campaign=rss,2026-01-07,"Political/energy policy announcement, not AI business news"
TechCrunch,Ford has an AI assistant and new hands-free BlueCruise tech on the way,https://techcrunch.com/2026/01/07/ford-has-an-ai-assistant-and-new-hands-free-bluecruise-tech-on-the-way/,2026-01-08,"Automotive company product launch; AI is a tool/feature, not the primary business model"
TechCrunch,VC predicts the consumer AI products OpenAI ‘won’t want to kill’,https://techcrunch.com/podcast/investing-in-the-consumer-ai-products-openai-wont-want-to-kill/,2026-01-07,Opinion/commentary piece on AI market trends without specific business activity
TechCrunch,Google Classroom’s new tool uses Gemini to transform lessons into podcast episodes,https://techcrunch.com/2026/01/07/google-classrooms-new-tool-uses-gemini-to-transform-lessons-into-podcast-episodes/,2026-01-07,"Product feature announcement by non-AI company (Google) using AI as a tool, not core business"
TechCrunch,"McKinsey and General Catalyst execs say the era of ‘learn once, work forever’ is over",https://techcrunch.com/2026/01/06/mckinsey-and-general-catalyst-execs-say-the-era-of-learn-once-work-forever-is-over/,2026-01-07,Opinion/commentary piece on AI's impact without specific company business activity
TechCrunch,Meta’s Manus news is getting different receptions in Washington and Beijing,https://techcrunch.com/2026/01/06/metas-manus-news-is-getting-different-receptions-in-washington-and-beijing/,2026-01-07,"Government policy/regulation news, not AI company business activity"
Inc42,"Looking Back At Fintech In 2025, Nitro Bags $5 Mn & More",https://inc42.com/buzz/looking-back-at-fintech-in-2025-nitro-bags-5-mn-more/,2026-01-08,"Fintech sector review, not AI company business news"
Inc42,PadelPark Merges with MS Dhoni’s 7Padel To Scale Turf Sports,https://inc42.com/buzz/padelpark-merges-with-ms-dhonis-7padel-to-scale-turf-sports/,2026-01-07,"Sports/recreational business merger, not AI company"
Inc42,Fintech Funding Holds Steady At $2.5 Bn In 2025 Despite Sharp Drop In Deals,https://inc42.com/features/fintech-funding-holds-steady-at-2-5-bn-in-2025-despite-sharp-drop-in-deals/,2026-01-07,"General fintech funding report, not AI company business news"
Inc42,D2C Brand Antinorm Bags INR 28 Cr To Expand Product Portfolio,https://inc42.com/buzz/d2c-brand-antinorm-bags-inr-28-cr-to-expand-product-portfolio/,2026-01-07,"D2C consumer brand funding, not AI company"
Inc42,"UP Cabinet Approves Incentives For INR 3,000+ Cr Semiconductor Investments",https://inc42.com/buzz/up-cabinet-approves-incentives-for-inr-3000-cr-semiconductor-investments/,2026-01-07,"Government policy/incentives announcement, not specific AI company business activity"
Inc42,Meesho Shares Drop 5% After One-Month Lock-In Ends,https://inc42.com/buzz/meesho-shares-drop-5-after-one-month-lock-in-ends/,2026-01-07,"E-commerce company stock news, not AI company"
Inc42,"Proptech Startup Flent Bags INR 21 Cr To Launch Operations In Mumbai, Gurugram",https://inc42.com/buzz/proptech-startup-flent-bags-inr-21-cr-to-launch-operations-in-mumbai-gurugram/,2026-01-07,"Real estate technology startup funding, not AI company"
Inc42,"How Koskii Is Merging India’s Textile Heritage, Tech And D2C Ambition",https://inc42.com/startups/how-koskii-is-merging-indias-textile-heritage-tech-and-d2c-ambition/,2026-01-07,"Textile/D2C company profile, not AI company"
Inc42,Human-AI Hybrid: The New Reality For Indian Startups,https://inc42.com/features/human-ai-hybrid-the-new-reality-for-indian-startups/,2026-01-07,Newsletter/opinion feature on AI trends without specific company business activity
Inc42,"GainBitcoin Back On The Radar, Delhi NCR Funding Report & More",https://inc42.com/buzz/gainbitcoin-back-on-the-radar-delhi-ncr-funding-report-more/,2026-01-07,"Cryptocurrency scam news, not AI company business activity"
Analytics India Mag,"40 Million People Use ChatGPT Daily for Advice on Health, OpenAI Report Reveals",https://analyticsindiamag.com/ai-news-updates/40-million-people-use-chatgpt-daily-for-advice-on-health-openai-report-reveals/,2026-01-07,"User engagement statistics/report, not business activity (funding, M&A, product launch, partnerships)"
Analytics India Mag,"Karnataka, Malaysia’s Penang Explore Semiconductor Talent, Deep Tech Partnership",https://analyticsindiamag.com/ai-news-updates/karnataka-malaysias-penang-explore-semiconductor-talent-deep-tech-partnership/,2026-01-07,"Government policy/partnership announcement - regional economic cooperation, not AI company-specific business news"
Analytics India Mag,"UP Clears Rules 2025 for GCC Policy, Names Invest UP as Nodal Agency",https://analyticsindiamag.com/ai-news-updates/up-clears-rules-2025-for-gcc-policy-names-invest-up-as-nodal-agency/,2026-01-07,"Government policy announcement - regional investment rules, not AI company business activity"
AGBI,Turkish exchange enjoys bullish opening to new year,https://www.agbi.com/markets/2026/01/turkish-exchange-enjoys-bullish-opening-to-new-year/,2026-01-07,"Financial market report - non-AI business, stock exchange index performance"
AGBI,Turkey ends duty-free limit for goods sent by mail,https://www.agbi.com/trade/2026/01/turkey-scraps-duty-free-allowance-for-non-commercial-goods-purchased-abroad/,2026-01-07,"Government policy - trade regulation, not AI company business news"
AGBI,Chinese refiners likely to replace Venezuelan oil with Iranian crude,https://www.agbi.com/oil-and-gas/2026/01/chinese-independent-refiners-expected-to-switch-to-heavy-crude-from-iran/,2026-01-07,Oil and gas industry - non-AI business sector
AGBI,Rakbank receives approval to launch stablecoin,https://www.agbi.com/banking-finance/2026/01/rakbank-receives-approval-to-launch-stablecoin/,2026-01-07,"Traditional banking - financial institution news, not AI company business activity"
AGBI,Emirates freight division targets growth with fleet expansion,https://www.agbi.com/logistics/2026/01/emirates-freight-division-targets-growth-with-fleet-expansion/,2026-01-07,Logistics/airline industry - non-AI business sector
AGBI,UAE companies report subdued December sales,https://www.agbi.com/economy/2026/01/uae-companies-report-subdued-december-sales/,2026-01-07,"Economic report - general business sentiment, not AI company-specific news"
